SubjID,gender,age,education,fam.income,location,sub.topic,topic,perception
C20170902A0951,0,29,4,2,Dongguan,bad weather,weather,2
C20170902A0954,0,21,7,4,Dongguan,air pollution,pollution,2
C20170902A0955,1,40,7,5,Dongguan,bad weather,weather,1
C20170902A0956,1,33,6,4,Dongguan,others,adaptation,2
C20170902A0957,0,58,3,1,Dongguan,re. weather change,adaptation,2
C20170902A0958,0,22,7,5,Dongguan,reduce emission,mitigation,3
C20170902A0959,1,53,4,1,Dongguan,disease,health,2
C20170902A1000,0,18,7,5,Dongguan,reduce emission,mitigation,2
C20170902A1045,0,64,2,1,Dongguan,re. weather change,adaptation,1
B20170903A0930,1,42,6,3,Dongguan,world endings,disaster,1
B20170903A0931,0,24,7,4,Dongguan,others,adaptation,3
B20170903A0932,0,28,6,3,Dongguan,global warming,scienific terms,3
B20170903A0933,1,25,6,4,Dongguan,hurricane,disaster,3
B20170903A0934,0,23,7,3,Dongguan,bad weather,weather,3
B20170903A0935,1,40,6,3,Dongguan,flood,disaster,3
B20170903A0937,1,23,6,4,Dongguan,anomaly,temperature,3
B20170903A0940,1,48,6,1,Dongguan,flood,disaster,2
B20170903A0939,1,38,6,2,Dongguan,flood,disaster,3
B20170903A0942,1,49,4,4,Dongguan,flood,disaster,3
B20170903A0943,1,27,6,4,Dongguan,reduce emission,mitigation,3
B20170903A0944,0,26,6,2,Dongguan,season,weather,0
B20170903A0945,0,33,4,2,Dongguan,season,weather,3
B20170903A0947,0,19,5,3,Dongguan,others,adaptation,3
B20170903A0948,1,53,3,7,Dongguan,vehicle/industrial exhaust,cause,3
B20170903A0949,0,20,6,3,Dongguan,others,adaptation,3
B20170903A0950,0,18,6,3,Dongguan,disease,health,3
B20170903A0951,0,18,6,3,Dongguan,cold,temperature,2
B20170903A0952,0,22,7,2,Dongguan,others,adaptation,3
B20170903A0953,1,22,3,3,Dongguan,others,adaptation,2
B20170903A0954,1,25,6,3,Dongguan,anomaly,temperature,1
B20170903A0955,1,38,4,3,Dongguan,other pollution,pollution,3
B20170903A0957,0,21,6,3,Dongguan,others,adaptation,3
B20170903A0958,0,20,6,3,Dongguan,nice weather,weather,2
B20170903A0959,0,21,6,3,Dongguan,bad weather,weather,2
B20170902A0930,1,26,4,2,Dongguan,hot,temperature,3
B20170902A0936,0,38,3,3,Dongguan,disease,health,3
B20170902A0940,0,34,4,3,Dongguan,disease,health,2
B20170902A0948,1,39,3,3,Dongguan,hot,temperature,2
B20170902A0952,1,44,7,4,Dongguan,unhapiness,health,3
B20170902A0957,1,32,6,2,Dongguan,world endings,disaster,3
C20170903A1039,1,38,6,4,Dongguan,bad weather,weather,3
C20170903A1120,0,35,6,3,Dongguan,others,adaptation,1
C20170903A1110,1,26,6,3,Dongguan,GHG/CO2 emission,cause,1
C20170903A1111,1,30,6,3,Dongguan,reduce emission,mitigation,2
C20170903A1115,1,24,7,8,Dongguan,nice weather,weather,2
C20170903A1100,1,34,7,4,Dongguan,re. weather change,adaptation,3
C20170903A1040,0,35,6,3,Dongguan,re. weather change,adaptation,3
C20170903A1036,0,50,7,4,Dongguan,re. weather change,adaptation,3
C20170903A1041,0,40,7,5,Dongguan,re. temperature,adaptation,3
C20170903A1031,1,28,6,5,Dongguan,drought,disaster,3
C20170903A1025,0,25,5,4,Dongguan,physical discomfort,health,3
C20170903A1021,0,36,6,5,Dongguan,physical discomfort,health,3
C20170903A1016,0,36,3,3,Dongguan,re. weather change,adaptation,2
C20170903A1010,0,16,4,3,Dongguan,capricious,temperature,1
C20170903A1005,1,27,7,5,Dongguan,reduce emission,mitigation,3
C20170903A1000,1,30,6,3,Dongguan,re. temperature,adaptation,2
C20170903A0945,0,36,5,3,Dongguan,re. temperature,adaptation,3
C20170903A0925,0,22,7,4,Dongguan,air pollution,pollution,3
C20170903A0935,0,26,7,3,Dongguan,protect environment,mitigation,3
C20170903A0926,1,35,5,3,Dongguan,bad weather,weather,0
C20170903A0920,0,75,2,2,Dongguan,hot,temperature,3
C20170903A0915,0,33,7,2,Dongguan,capricious,temperature,3
C20170903A1037,1,33,7,3,Dongguan,re. weather change,adaptation,3
C20170903A1031,0,37,6,4,Dongguan,bad weather,weather,2
A20180120A0920,0,30,5,3,Suzhou,GHG/CO2 emission,cause,3
A20180120A0940,0,46,3,3,Suzhou,others,adaptation,1
A20180120A0955,1,40,7,5,Suzhou,socio-economic impact,socioeconomic_impact,3
A20180120A1120,1,53,7,5,Suzhou,hot,temperature,3
A20180120A1125,1,24,4,5,Suzhou,re. air pollution,adaptation,2
A20180120A1130,0,28,4,3,Suzhou,global warming,scienific terms,3
A20180120A1135,0,28,4,4,Suzhou,others,adaptation,3
A20180121A0900,1,61,2,4,Suzhou,urbanization/economy,cause,2
A20180121A0935,0,30,6,4,Suzhou,global warming,scienific terms,2
A20180121A0940,1,30,6,6,Suzhou,protect environment,mitigation,3
A20180121A0950,0,36,7,4,Suzhou,air pollution,pollution,3
B20180120A0916,0,25,7,5,Suzhou,green house effect,scienific terms,0
B20180120A1056,0,17,3,5,Suzhou,disease,health,0
B20180120A1057,0,26,7,5,Suzhou,bad weather,weather,3
B20180120A1101,0,11,2,8,Suzhou,protect environment,mitigation,3
B20180120A1129,0,16,3,3,Suzhou,reduce emission,mitigation,2
B20180120P1233,1,36,7,7,Suzhou,earthquake,disaster,1
B20180120P1417,0,25,7,7,Suzhou,air pollution,pollution,3
B20180120P1418,1,20,4,6,Suzhou,bad weather,weather,3
B20180120P1421,1,42,6,5,Suzhou,sandstorms,disaster,3
B20180120P1426,1,24,6,5,Suzhou,green house effect,scienific terms,3
B20180121A1003,0,18,4,3,Suzhou,air pollution,pollution,3
B20180121A1008,0,20,7,6,Suzhou,bad weather,weather,3
B20180121A1013,1,24,3,4,Suzhou,protect environment,mitigation,3
B20180121A1014,0,24,6,4,Suzhou,protect environment,mitigation,2
B20180121A1016,1,28,6,5,Suzhou,bad weather,weather,2
B20180121A1019,1,31,6,5,Suzhou,reduce emission,mitigation,3
B20180121A1020,0,24,3,4,Suzhou,unhapiness,health,1
B20180121A1021,1,20,7,3,Suzhou,others,adaptation,1
B20180121A1022,0,30,4,3,Suzhou,vehicle/industrial exhaust,cause,3
B20180121A1032,1,72,4,5,Suzhou,re. temperature,adaptation,3
B20180121A1033,0,35,6,4,Suzhou,bad weather,weather,1
C20180120A0910,0,33,7,5,Suzhou,anomaly,temperature,3
C20180120A0915,0,28,5,3,Suzhou,rising sea,disaster,3
C20180120A0925,0,27,7,4,Suzhou,reduce emission,mitigation,3
C20180120A0935,0,25,7,4,Suzhou,cold,temperature,3
C20180120A0950,0,28,6,5,Suzhou,bad weather,weather,3
C20180120A1000,0,27,7,6,Suzhou,anomaly,temperature,3
C20180120A1001,0,23,4,6,Suzhou,cold,temperature,3
C20180120A1006,0,22,6,3,Suzhou,reduce emission,mitigation,3
C20180120A1022,0,25,4,5,Suzhou,bad weather,weather,2
C20180120A1024,0,24,7,8,Suzhou,reduce emission,mitigation,0
C20180120A1100,0,20,4,6,Suzhou,hail,disaster,0
C20180120A1103,0,22,7,4,Suzhou,air pollution,pollution,3
C20180120A1111,0,25,6,4,Suzhou,reduce emission,mitigation,3
C20180120A1131,0,21,5,5,Suzhou,reduce emission,mitigation,3
C20180121A1000,1,21,6,5,Suzhou,socio-economic impact,socioeconomic_impact,1
C20180121A1003,0,19,7,5,Suzhou,air pollution,pollution,2
C20180121A1004,0,20,4,5,Suzhou,air pollution,pollution,3
C20180121A1006,1,26,7,4,Suzhou,cold,temperature,3
C20180121A1007,0,18,4,4,Suzhou,reduce emission,mitigation,2
C20180121A1011,1,24,6,3,Suzhou,air pollution,pollution,2
C20180121A1013,0,23,6,3,Suzhou,disease,health,3
C20180121A1014,0,19,4,4,Suzhou,cold,temperature,3
C20180121A1017,0,26,7,4,Suzhou,reduce emission,mitigation,2
C20180121A1019,1,34,4,4,Suzhou,air pollution,pollution,3
C20180121A1020,1,23,7,5,Suzhou,capricious,temperature,3
C20180121A1026,0,30,3,5,Suzhou,other pollution,pollution,2
C20180121A1027,1,61,3,5,Suzhou,reduce emission,mitigation,2
C20180121A1028,1,35,4,2,Suzhou,urbanization/economy,cause,3
C20180121A1029,0,30,6,6,Suzhou,re. weather change,adaptation,1
A20180113A0904,1,60,4,3,Yangzhou,protect environment,mitigation,2
A20180113A0912,1,29,7,4,Yangzhou,bad weather,weather,2
A20180113A0921,0,21,6,2,Yangzhou,reduce emission,mitigation,3
A20180113A0925,1,20,6,5,Yangzhou,bad weather,weather,2
A20180113A0926,1,18,6,4,Yangzhou,bad weather,weather,1
A20180113A0928,1,17,6,3,Yangzhou,bad weather,weather,1
A20180113A0930,0,18,5,3,Yangzhou,vehicle/industrial exhaust,cause,3
A20180113A0931,1,20,6,4,Yangzhou,bad weather,weather,3
A20180113A0932,1,19,6,3,Yangzhou,bad weather,weather,2
A20180113A0933,1,19,4,3,Yangzhou,bad weather,weather,1
A20180114A0900,1,16,5,3,Yangzhou,bad weather,weather,3
A20180114A0902,1,20,6,5,Yangzhou,bad weather,weather,2
A20180114A0903,1,19,6,3,Yangzhou,bad weather,weather,3
A20180114A0904,1,15,4,3,Yangzhou,proverb,weather,2
A20180114A0905,1,15,4,2,Yangzhou,nice weather,weather,0
A20180114A0906,1,19,6,4,Yangzhou,bad weather,weather,3
A20180114A0907,1,20,4,4,Yangzhou,bad weather,weather,3
A20180114A0908,1,20,6,3,Yangzhou,bad weather,weather,2
A20180114A0909,1,73,6,4,Yangzhou,others,adaptation,3
A20180114A0912,0,67,5,6,Yangzhou,re. temperature,adaptation,2
A20180114A0913,1,68,7,5,Yangzhou,others,adaptation,3
A20180114A0919,0,55,6,4,Yangzhou,cold,temperature,3
A20180114A0922,0,65,3,4,Yangzhou,other pollution,pollution,3
A20180114A0924,0,63,4,4,Yangzhou,protect environment,mitigation,3
A20180114A0925,0,60,5,3,Yangzhou,re. temperature,adaptation,2
A20180114A0931,0,59,4,4,Yangzhou,other pollution,pollution,3
D20180113A0928,0,32,7,5,Yangzhou,air pollution,pollution,1
D20180113A0935,0,56,3,3,Yangzhou,disease,health,3
D20180113A0937,0,70,3,3,Yangzhou,air pollution,pollution,2
D20180113A0938,0,41,5,3,Yangzhou,bad weather,weather,2
D20180113A0939,0,37,6,5,Yangzhou,global warming,scienific terms,3
D20180113A0942,0,50,4,3,Yangzhou,cold,temperature,3
D20180113A0944,1,30,6,3,Yangzhou,other pollution,pollution,3
D20180113A0945,1,52,3,3,Yangzhou,other pollution,pollution,3
D20180113A0948,1,60,3,5,Yangzhou,green house effect,scienific terms,0
D20180113A0951,0,51,3,3,Yangzhou,disease,health,3
D20180113A0952,1,62,3,3,Yangzhou,bad weather,weather,3
D20180113A0953,0,62,3,4,Yangzhou,bad weather,weather,2
D20180113A0954,0,71,5,4,Yangzhou,bad weather,weather,2
D20180113A0956,0,65,3,5,Yangzhou,hot,temperature,2
D20180113A1000,0,29,6,4,Yangzhou,hot,temperature,3
D20180113A1130,0,31,7,3,Yangzhou,proverb,weather,3
D20180114A0925,0,35,6,4,Yangzhou,melting ice,disaster,1
D20180114A0927,1,65,4,3,Yangzhou,other pollution,pollution,2
D20180114A0928,1,60,4,4,Yangzhou,nice weather,weather,2
D20180114A0930,1,35,7,4,Yangzhou,reduce emission,mitigation,3
D20180114A0933,1,34,7,4,Yangzhou,hot,temperature,2
D20180114A0934,0,66,3,5,Yangzhou,other pollution,pollution,3
D20180114A0935,1,68,3,5,Yangzhou,reduce emission,mitigation,3
D20180114A0942,1,29,7,3,Yangzhou,re. air pollution,adaptation,3
D20180114A0947,0,68,3,4,Yangzhou,bad weather,weather,2
D20180114A0949,1,72,6,4,Yangzhou,proverb,weather,2
D20180114A1000,0,68,4,3,Yangzhou,hurricane,disaster,2
D20180114A1002,1,74,6,3,Yangzhou,protect environment,mitigation,3
D20180114A1003,1,70,3,3,Yangzhou,bad weather,weather,3
C20180113A1121,0,24,5,5,Yangzhou,re. temperature,adaptation,3
C20180113A1120,0,38,4,3,Yangzhou,urbanization/economy,cause,3
C20180113A1119,0,41,4,3,Yangzhou,rising sea,disaster,0
C20180113A0943,1,77,4,3,Yangzhou,bad weather,weather,0
C20180113A0941,1,40,5,3,Yangzhou,disease,health,2
C20180113A0939,1,30,8,3,Yangzhou,global warming,scienific terms,2
C20180113A0937,1,71,3,6,Yangzhou,others,adaptation,2
C20180113A0936,0,31,7,3,Yangzhou,protect environment,mitigation,3
C20180113A0935,0,43,6,3,Yangzhou,air pollution,pollution,2
C20180113A0934,1,63,4,3,Yangzhou,urbanization/economy,cause,1
C20180113A0933,0,33,6,2,Yangzhou,air pollution,pollution,2
C20180113A0931,0,40,6,3,Yangzhou,disease,health,2
C20180113A0928,1,75,4,5,Yangzhou,urbanization/economy,cause,3
C20180113A0925,0,25,6,5,Yangzhou,air pollution,pollution,0
C20180113A0924,0,24,6,4,Yangzhou,air pollution,pollution,0
C20180113A0923,1,30,7,3,Yangzhou,disease,health,3
C20180113A0922,1,50,7,4,Yangzhou,sandstorms,disaster,3
C20180114A1008,0,43,3,2,Yangzhou,other pollution,pollution,2
C20180114A1010,0,38,4,8,Yangzhou,others,adaptation,2
C20180114A1011,0,45,4,3,Yangzhou,others,adaptation,2
C20180114A1015,0,43,4,3,Yangzhou,proverb,weather,2
C20180114A1019,0,36,6,4,Yangzhou,air pollution,pollution,3
C20180114A1023,1,45,6,5,Yangzhou,air pollution,pollution,3
C20180114A1026,0,42,6,4,Yangzhou,air pollution,pollution,2
C20180114A1027,0,48,4,2,Yangzhou,cold,temperature,2
B20180113A0905,0,62,3,5,Yangzhou,protect environment,mitigation,3
B20180113A0932,0,58,5,4,Yangzhou,protect environment,mitigation,3
B20180113A1000,1,28,5,4,Yangzhou,reduce emission,mitigation,3
B20180113A1001,0,34,7,3,Yangzhou,bad weather,weather,3
B20180113A1002,0,30,5,3,Yangzhou,cold,temperature,1
B20180113A1003,0,28,4,4,Yangzhou,disease,health,3
B20180113A1004,0,30,5,3,Yangzhou,air pollution,pollution,2
B20180113A1007,0,27,6,3,Yangzhou,air pollution,pollution,1
B20180113A1008,0,33,6,4,Yangzhou,El Nino/ozone hole,scienific terms,3
B20180113A1012,1,32,5,4,Yangzhou,others,adaptation,1
B20180114A0908,0,26,6,3,Yangzhou,socio-economic impact,socioeconomic_impact,1
B20180114P1301,1,23,4,3,Yangzhou,anomaly,temperature,3
B20180114P1302,0,80,3,3,Yangzhou,disease,health,2
B20180114P1306,1,60,6,3,Yangzhou,protect environment,mitigation,2
B20180114P1310,1,51,5,3,Yangzhou,drought,disaster,2
B20180114P1311,1,55,7,4,Yangzhou,flood,disaster,3
B20180114P1401,1,70,4,2,Yangzhou,air pollution,pollution,3
B20180114P1404,0,34,4,3,Yangzhou,air pollution,pollution,2
B20180114P1405,0,39,4,4,Yangzhou,other pollution,pollution,3
B20180114P1408,0,56,3,4,Yangzhou,bad weather,weather,3
A20170826A1041,1,38,4,5,Yangzhou,others,adaptation,2
A20170826A1035,0,40,7,4,Yangzhou,global warming,scienific terms,3
A20170826A1029,0,49,4,5,Yangzhou,world endings,disaster,3
A20170826A1038,1,38,7,5,Yangzhou,vehicle/industrial exhaust,cause,3
A20170827A1049,0,30,4,4,Yangzhou,capricious,temperature,2
A20170827A1050,0,31,7,3,Yangzhou,air pollution,pollution,3
A20170826A1111,1,60,3,2,Yangzhou,season,weather,3
A20170826A1059,0,68,2,3,Yangzhou,protect environment,mitigation,2
A20170826A1057,1,53,5,3,Yangzhou,green house effect,scienific terms,1
A20170826A1056,0,42,6,4,Yangzhou,proverb,weather,3
A20170826A1052,1,47,6,3,Yangzhou,El Nino/ozone hole,scienific terms,3
A20170826A1051,0,44,4,4,Yangzhou,hot,temperature,2
A20170827A1052,1,64,7,2,Yangzhou,wild fire,disaster,3
A20170827A1051,1,61,3,3,Yangzhou,global warming,scienific terms,2
A20170827A1048,0,73,4,2,Yangzhou,socio-economic impact,socioeconomic_impact,3
A20170827A1043,1,38,4,2,Yangzhou,global warming,scienific terms,2
A20170827A1042,0,64,6,4,Yangzhou,reduce emission,mitigation,3
A20170827A1041,1,45,7,2,Yangzhou,wild fire,disaster,2
A20170827A1038,1,69,7,4,Yangzhou,season,weather,3
A20170827A1037,0,60,7,4,Yangzhou,disease,health,3
A20170827A1033,1,36,6,3,Yangzhou,bad weather,weather,3
A20170827A1030,1,39,7,4,Yangzhou,socio-economic impact,socioeconomic_impact,2
A20170827A1029,0,35,4,4,Yangzhou,re. weather change,adaptation,3
A20170827A1028,0,34,6,4,Yangzhou,others,adaptation,2
A20170827A1027,0,37,4,4,Yangzhou,world endings,disaster,3
A20170827A1016,0,37,6,3,Yangzhou,flood,disaster,3
A20170827A1015,1,42,6,3,Yangzhou,global warming,scienific terms,2
A20170827A1012,0,47,7,3,Yangzhou,capricious,temperature,3
B0120170826a0801,1,65,3,3,Yangzhou,bad weather,weather,3
B0120170826a0804,0,41,3,3,Yangzhou,bad weather,weather,3
B0120170826a0807,0,33,7,4,Yangzhou,air pollution,pollution,2
B0120170826a0808,1,60,2,3,Yangzhou,air pollution,pollution,3
B0120170826a0809,0,37,6,5,Yangzhou,flood,disaster,3
B0120170826a0811,0,38,6,4,Yangzhou,other pollution,pollution,3
B0120170826a0812,1,29,6,3,Yangzhou,other pollution,pollution,2
B0120170826a0816,0,67,3,3,Yangzhou,bad weather,weather,3
B0220170826a0801,0,52,6,4,Yangzhou,bad weather,weather,3
B0220170826a0803,1,43,7,4,Yangzhou,cold,temperature,3
B0220170826a0811,1,61,6,8,Yangzhou,earthquake,disaster,3
B0220170826a0812,0,28,6,4,Yangzhou,earthquake,disaster,3
B0220170827a0804,0,61,3,3,Yangzhou,reduce emission,mitigation,0
B0220170827a0806,1,75,5,4,Yangzhou,others,adaptation,3
B0220170827a0808,0,64,6,4,Yangzhou,urbanization/economy,cause,3
B0120170827a0803,1,78,4,4,Yangzhou,reduce emission,mitigation,3
B0120170827a0806,1,25,8,4,Yangzhou,rising sea,disaster,3
B0120170827a0810,1,65,5,5,Yangzhou,nice weather,weather,3
B0120170827a0811,1,73,7,3,Yangzhou,nice weather,weather,3
C20170826A0836,0,26,7,3,Yangzhou,global warming,scienific terms,3
C20170826A0841,1,30,7,4,Yangzhou,rising sea,disaster,3
C20170826A0851,1,50,3,4,Yangzhou,global warming,scienific terms,3
C20170826A0852,1,67,4,4,Yangzhou,others,adaptation,2
C20170826A0900,1,45,6,4,Yangzhou,world endings,disaster,3
C20170826A0915,0,41,7,5,Yangzhou,sandstorms,disaster,3
C20170826A1101,0,67,6,4,Yangzhou,disease,health,3
C20170826P1228,0,23,7,3,Yangzhou,earthquake,disaster,2
C20170827A0815,0,44,7,6,Yangzhou,bad weather,weather,2
C20170827A0840,1,45,6,5,Yangzhou,drought,disaster,2
C20170827A0843,0,28,7,3,Yangzhou,global warming,scienific terms,1
C20170827A0845,0,32,3,5,Yangzhou,re. air pollution,adaptation,1
C20170827A0853,0,28,6,3,Yangzhou,reduce emission,mitigation,3
C20170827A0857,0,29,6,3,Yangzhou,reduce emission,mitigation,3
C20170827A0910,1,34,6,5,Yangzhou,global warming,scienific terms,2
C20170827A0942,1,50,7,4,Yangzhou,air pollution,pollution,3
C20170827A0945,0,47,4,4,Yangzhou,hot,temperature,2
C20170827A0953,0,41,3,3,Yangzhou,air pollution,pollution,3
D20170827A1240,0,37,6,3,Yangzhou,urbanization/economy,cause,3
D20170827P1320,0,35,7,4,Yangzhou,other pollution,pollution,3
D20170827A1030,0,30,6,3,Yangzhou,bad weather,weather,3
D20170827A1212,0,50,3,2,Yangzhou,drought,disaster,1
D20170827A0911,0,38,6,5,Yangzhou,bad weather,weather,3
D20170827A1030,1,32,4,5,Yangzhou,bad weather,weather,3
D20170827A1222,1,37,6,4,Yangzhou,air pollution,pollution,3
D20170827P1312,1,54,3,3,Yangzhou,air pollution,pollution,3
D20170827A0930,0,26,6,3,Yangzhou,vehicle/industrial exhaust,cause,3
D20170827A0930,0,36,7,4,Yangzhou,GHG/CO2 emission,cause,3
D20170826A1001,0,41,7,4,Yangzhou,anomaly,temperature,3
D20170826A0908,0,46,3,4,Yangzhou,proverb,weather,3
D20170826A0900,0,56,3,2,Yangzhou,disease,health,2
D20170826A0900,0,51,3,4,Yangzhou,reduce emission,mitigation,3
D20170826P1838,0,38,7,3,Yangzhou,proverb,weather,3
D20170826P1810,0,31,7,4,Yangzhou,anomaly,temperature,3
D20170826P1825,0,36,7,4,Yangzhou,air pollution,pollution,2
D20170826P1715,0,24,7,5,Yangzhou,hurricane,disaster,3
D20170826A1008,0,29,7,4,Yangzhou,hot,temperature,3
D20170826A0946,1,56,3,3,Yangzhou,sandstorms,disaster,3
D20170826A0951,1,42,7,5,Yangzhou,air pollution,pollution,3
D20170826A0956,1,30,8,3,Yangzhou,urbanization/economy,cause,3
D20170826A0958,1,25,7,5,Yangzhou,air pollution,pollution,3
D20170826A1005,1,41,5,2,Yangzhou,other pollution,pollution,1
D20170826A1046,1,52,3,1,Yangzhou,reduce emission,mitigation,3
D20170826A1110,1,22,7,3,Yangzhou,air pollution,pollution,3
D20170826A1000,1,55,4,3,Yangzhou,hot,temperature,2
D20170826A0930,1,58,4,2,Yangzhou,disease,health,2
D20170826A1030,1,39,7,4,Yangzhou,urbanization/economy,cause,2
D20170826P1820,1,30,7,3,Yangzhou,socio-economic impact,socioeconomic_impact,3
D20170826P1800,1,30,6,4,Yangzhou,hot,temperature,1
A20180120A0830,0,42,2,2,Yancheng,hot,temperature,3
A20180120A0832,1,16,3,4,Yancheng,air pollution,pollution,3
A20180120A0833,0,39,3,3,Yancheng,air pollution,pollution,3
A20180120A0835,0,47,4,3,Yancheng,other pollution,pollution,3
A20180120A0837,0,51,2,2,Yancheng,nice weather,weather,3
A20180120A0841,0,51,3,2,Yancheng,hurricane,disaster,3
A20180120A0843,1,40,7,4,Yancheng,other pollution,pollution,3
A20180120A0900,0,36,7,5,Yancheng,protect environment,mitigation,3
A20180120A0905,0,54,4,2,Yancheng,bad weather,weather,3
A20180120A0906,0,19,4,4,Yancheng,re. temperature,adaptation,3
A20180120A0908,0,33,7,6,Yancheng,bad weather,weather,2
A20180120A0909,1,52,3,3,Yancheng,cold,temperature,3
A20180120A0911,0,20,6,4,Yancheng,unhapiness,health,2
A20180120A0913,0,43,3,4,Yancheng,socio-economic impact,socioeconomic_impact,1
A20180120A0915,1,48,6,5,Yancheng,others,disaster,3
A20180120A0916,0,27,3,3,Yancheng,re. air pollution,adaptation,2
A20180121A0831,1,30,7,5,Yancheng,re. temperature,adaptation,3
A20180121A0832,0,20,7,3,Yancheng,bad weather,weather,1
A20180121A0833,0,52,3,3,Yancheng,nice weather,weather,3
A20180121A0834,1,52,4,4,Yancheng,bad weather,weather,3
A20180121A0836,1,20,3,3,Yancheng,nice weather,weather,2
A20180121A0840,0,47,3,5,Yancheng,bad weather,weather,3
A20180121A0841,1,21,5,3,Yancheng,re. temperature,adaptation,2
A20180121A0842,0,42,7,4,Yancheng,earthquake,disaster,2
A20180121A0843,0,39,3,3,Yancheng,hail,disaster,3
A20180121A0845,0,36,3,8,Yancheng,disease,health,3
A20180121A0846,0,52,3,3,Yancheng,bad weather,weather,3
A20180121A0847,1,35,3,3,Yancheng,disease,health,1
A20180121A0848,0,46,3,3,Yancheng,bad weather,weather,1
A20180121A0849,0,45,3,2,Yancheng,bad weather,weather,1
A20180121A0852,0,44,3,3,Yancheng,bad weather,weather,3
A20180121A0853,0,51,3,2,Yancheng,nice weather,weather,3
A20180121A0854,0,52,3,2,Yancheng,earthquake,disaster,3
A20180121A0855,0,36,4,2,Yancheng,bad weather,weather,1
A20180121A0856,1,28,7,8,Yancheng,hot,temperature,1
A20180121A0859,0,34,3,3,Yancheng,bad weather,weather,2
B20180121A0910,1,29,5,3,Yancheng,reduce emission,mitigation,3
B20180121A0912,0,49,3,3,Yancheng,bad weather,weather,2
B20180121A0918,0,40,3,3,Yancheng,air pollution,pollution,3
B20180121A0922,0,14,3,4,Yancheng,unhapiness,health,2
B20180121A0931,0,42,2,2,Yancheng,bad weather,weather,3
B20180120A0900,0,29,6,3,Yancheng,hail,disaster,3
B20180120A0903,0,52,4,4,Yancheng,degradation,pollution,3
B20180120A0909,0,37,6,4,Yancheng,bad weather,weather,1
B20180120A0910,0,29,6,5,Yancheng,disease,health,3
B20180120A0917,0,28,7,3,Yancheng,El Nino/ozone hole,scienific terms,2
B20180120A0929,1,54,5,3,Yancheng,protect environment,mitigation,3
C20180120A1109,0,30,4,2,Yancheng,bad weather,weather,3
C20180120A1111,1,35,7,3,Yancheng,reduce emission,mitigation,1
C20180120A1130,1,34,3,1,Yancheng,air pollution,pollution,3
C20180121A1002,0,27,6,3,Yancheng,season,weather,2
C20180121A1003,0,24,7,5,Yancheng,nice weather,weather,3
C20180121A1004,0,47,5,4,Yancheng,other pollution,pollution,3
C20180121A1006,1,42,7,4,Yancheng,degradation,pollution,2
C20180121A1007,0,51,4,3,Yancheng,air pollution,pollution,2
C20180121A1008,0,53,4,4,Yancheng,other pollution,pollution,2
C20180121A1009,0,49,4,5,Yancheng,physical discomfort,health,3
C20180121A1013,0,27,6,4,Yancheng,nice weather,weather,3
C20180121A1021,0,53,4,4,Yancheng,bad weather,weather,3
C20180121P1444,0,56,2,2,Yancheng,socio-economic impact,socioeconomic_impact,3
C20180121P1445,0,30,6,2,Yancheng,vehicle/industrial exhaust,cause,2
C20180121P1447,0,30,6,3,Yancheng,capricious,temperature,3
C220170806A1104,0,30,8,6,Yancheng,melting ice,disaster,3
C220170806A1106,1,52,7,4,Yancheng,anomaly,temperature,3
C220170806A1107,0,54,6,5,Yancheng,other pollution,pollution,3
C220170805A0905,1,42,6,4,Yancheng,protect environment,mitigation,0
C220170805A0907,0,26,7,3,Yancheng,sandstorms,disaster,3
C220170805A0911,0,37,7,4,Yancheng,anomaly,temperature,3
C220170805A0912,0,28,7,4,Yancheng,others,disaster,3
C220170805A0915,0,29,7,4,Yancheng,hurricane,disaster,3
C120170805A1015,1,33,6,5,Yancheng,hurricane,disaster,3
C120170805A1016,1,55,3,2,Yancheng,hot,temperature,3
C120170805A1017,1,53,7,5,Yancheng,hot,temperature,3
C120170805A1021,0,63,6,4,Yancheng,others,adaptation,3
C120170805A1035,1,52,4,3,Yancheng,other pollution,pollution,3
C120170805A1041,1,20,6,4,Yancheng,bad weather,weather,0
C120170805A1042,0,17,5,2,Yancheng,sandstorms,disaster,1
C120170805A1043,1,55,4,3,Yancheng,hot,temperature,2
C120170805A1044,0,46,4,6,Yancheng,drought,disaster,2
C120170805A1050,1,18,5,3,Yancheng,bad weather,weather,2
C120170805A1051,1,19,7,3,Yancheng,El Nino/ozone hole,scienific terms,3
C220170806A0952,1,31,6,4,Yancheng,flood,disaster,0
B20170806A0846,1,21,7,5,Yancheng,hail,disaster,2
B20170806A0850,1,29,6,3,Yancheng,other pollution,pollution,2
B20170806A0950,1,19,6,2,Yancheng,bad weather,weather,3
B20170806A0953,0,34,6,4,Yancheng,hail,disaster,3
B20170806A1001,0,34,3,4,Yancheng,protect environment,mitigation,1
B20170806A1022,0,30,3,3,Yancheng,flood,disaster,2
B20170806A1031,0,45,4,3,Yancheng,nice weather,weather,2
B20170805A0907,1,18,6,5,Yancheng,El Nino/ozone hole,scienific terms,3
B20170805A0911,0,40,5,4,Yancheng,hot,temperature,2
B20170805A0950,1,67,4,3,Yancheng,anomaly,temperature,1
B20170805A0952,1,35,7,5,Yancheng,hurricane,disaster,3
B20170805A0955,1,35,7,5,Yancheng,socio-economic impact,socioeconomic_impact,3
B20170805A0958,0,67,3,3,Yancheng,anomaly,temperature,2
B20170805A1019,0,29,6,4,Yancheng,protect environment,mitigation,3
